Id,DetectedCamera,AngleOfSign,SignAspectRatio,SignWidth,SignHeight,SignFacing (Target)
2c9180865a71a125015a98c2a6632796,Left,265,0.35,28,79,Rear
2c9180865a71a125015a98c2a6632790,Front,20,0.96,69,72,Front
2c9180935a71a2bb015a98bd8f7c4801,Left,257,0.52,46,89,Rear
2c91809a5a81296d015a989950080eb0,Rear,211,0.89,55,62,Rear
2c9180865a71a125015a984a05cc1e6f,Front,20,1.01,110,109,Front
2c9180865a71a125015a984a05cc1e72,Rear,203,0.86,42,49,Rear
2c9180865a71a125015a984a05cc1e75,Front,20,0.86,82,95,Front
2c9180865a71a125015a984a05cc1e74,Rear,217,0.93,81,87,Rear
2c9180885a812c3b015a985038623847,Right,74,0.48,91,189,Front
2c9180865a71a125015a98e2bf6b295e,Left,246,0.84,89,106,Rear
2c9180865a71a125015a986953662090,Front,20,0.92,70,76,Front
2c9180865a71a125015a98943d7c23c5,Front,25,0.9,84,93,Front
2c91809a5a81296d015a9871fbe10ca9,Front,18,0.88,60,68,Front
2c9180935a71a2bb015a98acfe1247b8,Right,97,0.9,36,40,Front
2c91808d5a399574015a3f3708ea6944,Right,68,0.59,124,209,Front
2c9180935a71a2bb015a910b11717557,Front,22,0.98,91,93,Front
2c9180885a812c3b015a97ed601f3467,Rear,212,0.86,54,63,Rear
2c9180865a71a125015a987c756b21c3,Right,55,0.98,183,187,Front
2c9180885a812c3b015a989531cb3aa9,Right,51,1.04,172,166,Front
2c9180865a71a125015a983fff761cee,Left,243,0.74,65,88,Rear
2c9180865a71a125015a9857ccd31f6a,Right,82,0.73,99,135,Front
2c9180865a71a125015a9857ccd31f62,Rear,214,0.84,57,68,Rear
2c9180865a71a125015a9841afce1d6c,Right,73,0.85,53,62,Right
2c9180865a71a125015a9841afce1d73,Right,66,0.66,67,102,Front
2c9180885a812c3b015a97ed601f3460,Rear,207,0.88,51,58,Rear
2c9180885a812c3b015a9841fb093796,Front,26,1,90,90,Front
2c9180885a812c3b015a989531cb3aa6,Left,254,0.5,28,56,Rear
2c91809a5a81296d015a984968db0acd,Rear,205,0.73,52,71,Rear
2c91809a5a81296d015a9813171b099c,Rear,207,1.02,45,44,Rear
2c91809a5a81296d015a98764f130cb7,Rear,214,1.1,74,67,Rear
2c91809a5a81296d015a9813171b099a,Right,49,1.03,111,108,Front
2c9180935a71a2bb015a980fa2b841ae,Right,64,0.98,129,131,Front
2c9180935a71a2bb015a910b11717560,Front,26,1.03,125,121,Front
2c9180935a71a2bb015a90d2a26b721d,Front,22,1.05,98,93,Front
2c9180935a71a2bb015a90d2a26b721c,Rear,204,1.01,81,80,Rear
2c9180935a71a2bb015a91142abf75d4,Front,20,0.99,82,83,Front
2c9180885a812c3b015a983778023781,Front,29,0.99,141,142,Front
2c9180935a71a2bb015a98851a19460e,Right,56,0.65,113,174,Front
2c91809a5a81296d015a98f46d4f1111,Front,28,0.94,97,103,Front
2c9180935a71a2bb015a98ac01b3475b,Right,54,1.19,260,218,Front
2c91809a5a81296d015a98ba09920fd2,Right,70,0.84,105,125,Front
2c9180865a71a125015a9806c12c1708,Left,242,0.79,77,98,Rear
2c9180865a71a125015a98dda49f28f2,Right,67,0.76,111,147,Front
2c9180935a71a2bb015a9870ed9c44f8,Left,244,0.92,49,53,Rear
2c9180935a71a2bb015a9881b53f45f2,Left,255,0.43,44,103,Rear
2c9180865a71a125015a983f80521c9d,Front,22,0.93,85,91,Front
2c9180885a812c3b015a9853027d3851,Rear,222,1.13,78,69,Rear
2c9180865a71a125015a98404d701d0c,Front,28,0.99,134,136,Front
2c91809a5a81296d015a97e1059c078e,Rear,219,1.13,77,68,Rear
2c9180865a71a125015a97f5f8b41645,Right,49,1.09,172,158,Front
2c9180935a71a2bb015a9861083e444f,Front,15,0.87,69,79,Front
2c9180935a71a2bb015a9885446a4613,Front,16,0.93,82,88,Front
2c91809a5a81296d015a9824fe350a1c,Front,25,1,76,76,Front
2c9180935a71a2bb015a980a6e094152,Left,246,0.65,47,72,Rear
2c91809a5a81296d015a97c502b105ac,Right,63,0.68,92,135,Front
2c91809a5a81296d015a9824fe350a12,Right,48,0.89,108,121,Front
2c9180865a71a125015a985485a71f3f,Rear,202,0.92,47,51,Rear
2c9180935a71a2bb015a98712b924507,Front,24,1.01,73,72,Front
2c91809a5a81296d015a97c502b105aa,Front,16,0.85,121,142,Front
2c91809a5a81296d015a97cd4fb90630,Front,25,0.91,107,118,Front
2c91809a5a81296d015a97f4cd8c085a,Front,21,0.94,67,71,Front
2c9180885a812c3b015a980ac8c43591,Front,14,0.59,53,90,Front
2c9180935a71a2bb015a98a7fe934756,Right,45,1.23,136,111,Front
2c9180935a71a2bb015a98712b92450b,Left,253,0.64,49,76,Rear
2c9180885a812c3b015a97c7553e32bb,Front,19,0.92,99,108,Front
2c9180885a812c3b015a97c7553e32c0,Right,59,1.08,237,219,Front
2c91809a5a81296d015a986d4f400c4f,Right,69,0.69,229,331,Front
2c91809a5a81296d015a986d4f400c58,Front,25,0.96,115,120,Front
2c9180865a71a125015a9833f9971ac8,Right,138,1.96,55,28,Rear
2c9180865a71a125015a9833f9971abc,Right,52,1,205,204,Front
2c91809a5a81296d015a9824d55a0a0d,Right,62,0.75,205,273,Front
2c91809a5a81296d015a9824d55a09f8,Front,15,1.07,136,127,Front
2c9180865a71a125015a984161211d51,Front,45,1.25,260,208,Front
2c9180865a71a125015a984161211d52,Left,223,1.31,101,77,Rear
2c91809a5a81296d015a9884c3b80db5,Left,245,0.68,49,72,Rear
2c9180935a71a2bb015a980ef8d8418d,Front,26,0.97,31,32,Front
2c9180865a71a125015a987797ac219a,Rear,216,1.03,115,112,Rear
2c9180885a812c3b015a98864e7b3a2c,Rear,206,0.87,73,84,Rear
2c9180865a71a125015a987797ac2191,Front,23,0.92,146,158,Front
2c9180865a71a125015a987797ac2190,Left,226,1.05,116,111,Rear
2c9180935a71a2bb015a98815a0e45e0,Front,15,0.89,83,93,Front
2c9180865a71a125015a983cf3421c59,Right,70,0.97,113,116,Front
2c91809a5a81296d015a98498c4d0ad7,Left,246,0.77,73,95,Rear
2c9180865a71a125015a983bde8b1bb3,Right,104,0.89,33,37,Rear
2c9180865a71a125015a987797ac2182,Front,45,1.07,321,301,Front
2c9180935a71a2bb015a97f9bd88403e,Rear,201,0.92,46,50,Rear
2c9180935a71a2bb015a97f9bd884034,Left,233,1.06,101,95,Rear
2c9180935a71a2bb015a97f9bd884036,Front,19,0.93,67,72,Front
2c9180885a812c3b015a980eac9b35d5,Left,254,0.61,61,100,Rear
2c9180935a71a2bb015a986cdf0044eb,Left,243,0.89,68,76,Rear
2c9180865a71a125015a98459a6f1de5,Right,43,1.41,175,124,Front
2c9180885a812c3b015a980eac9b35c9,Left,241,0.98,89,91,Rear
2c9180885a812c3b015a980eac9b35e2,Rear,212,1.38,72,52,Rear
2c9180885a812c3b015a980eac9b35c7,Right,48,1.19,124,104,Front
2c9180865a71a125015a98459a6f1ddc,Front,21,0.96,85,89,Front
2c9180865a71a125015a98459a6f1dd4,Front,24,0.97,92,95,Front
2c9180935a71a2bb015a984f137d43e6,Rear,226,0.96,108,113,Rear
2c9180935a71a2bb015a98815a0e45d6,Front,20,1.01,77,76,Front
2c9180865a71a125015a9833f9971aba,Right,70,0.69,130,188,Front
2c9180865a71a125015a984161211d5d,Front,29,0.97,89,92,Front
2c9180865a71a125015a984161211d5e,Rear,210,0.96,66,69,Rear
2c9180885a812c3b015a984e69423826,Rear,193,0.88,36,41,Rear
2c9180865a71a125015a9849c3f01e6a,Right,66,0.93,168,181,Front
2c9180865a71a125015a97e15d5b150b,Rear,203,0.92,46,50,Rear
2c9180885a812c3b015a97d4a03d334e,Rear,216,1.15,55,48,Rear
2c91809a59f17e5d015a21e6bfb03b04,Left,222,1.45,58,40,Rear
2c9180935a71a2bb015a9825b682436b,Rear,199,0.94,44,47,Rear
2c9180935a71a2bb015a9825b682436a,Left,262,0.34,31,90,Front
2c91809a59f17e5d015a21e6efe03b0c,Rear,208,0.78,88,113,Rear
2c91808d5a399574015a55f543244563,Front,52,1.04,177,171,Front
2c91808d5a399574015a55fcdcab4810,Rear,217,1.06,37,35,Rear
2c9180935a71a2bb015a97d96b9a3e4a,Front,18,0.85,66,78,Front
2c91809a59f17e5d015a221dcb27433c,Rear,210,1.06,37,35,Rear
2c9180865a71a125015a9825492718e2,Left,252,0.61,37,61,Rear
2c91809a5a81296d015a9872bb410cac,Front,32,0.94,119,127,Front
2c9180865a71a125015a9825492718de,Front,26,0.99,85,86,Front
2c9180865a71a125015a983fc42f1ccc,Front,42,1.03,243,236,Front
2c9180865a71a125015a9857eb031f6e,Right,56,1.03,220,214,Front
2c9180935a71a2bb015a982183884339,Rear,202,0.93,62,67,Rear
2c9180865a71a125015a9857eb031f6d,Rear,206,0.92,55,60,Rear
2c9180865a71a125015a97e8c42c154b,Left,247,0.69,72,104,Rear
2c9180865a71a125015a9857eb031f72,Front,36,0.99,207,210,Front
2c9180935a71a2bb015aa8ca0f164d05,Front,16,0.85,68,80,Front
2c9180865a71a125015a982df23a19b5,Rear,202,0.89,55,62,Rear
2c9180865a71a125015a983fc42f1cd4,Right,67,0.71,132,185,Front
2c9180865a71a125015a9838d2b91b40,Left,252,0.78,40,51,Rear
2c91809a5a81296d015a980fdb3a0976,Right,43,1.18,163,138,Front
2c9180865a71a125015a98209e98187c,Front,17,0.91,75,82,Front
2c9180935a71a2bb015a984f137d43db,Rear,217,0.96,91,95,Rear
2c9180935a71a2bb015a984f137d43dd,Front,26,0.96,128,133,Front
2c91809a59f17e5d015a22297ebf4556,Rear,211,1.06,37,35,Rear
2c91808d5a399574015a3f5c945b6c5a,Left,245,0.83,38,46,Rear
2c91808d5a399574015a5600e8dc4984,Front,17,0.85,50,59,Front
2c91809a59f17e5d015a22297ebf4562,Left,251,0.68,41,60,Rear
2c91808d5a399574015a3f4e5c146aef,Right,66,0.76,91,120,Front
2c91808d5a399574015a3f5c945b6c5f,Rear,228,0.95,62,65,Rear
2c9180885a812c3b015a986db92b3967,Front,36,0.85,92,108,Front
2c91809a5a81296d015a9858c4d30ba9,Left,254,0.5,66,132,Rear
2c91809a5a81296d015a9858c4d30ba8,Front,25,1.11,141,127,Front
2c91809a5a81296d015a97d19bbd0690,Right,55,0.95,148,156,Front
2c91809a5a81296d015a97d19bbd068c,Rear,213,0.97,71,73,Rear
2c91809a5a81296d015a97d19bbd068b,Front,30,0.98,79,81,Front
2c91809a5a81296d015a9858c4d30ba5,Left,235,0.93,102,110,Rear
2c91809a5a81296d015a989ced350ec1,Left,252,0.53,48,90,Rear
2c9180885a812c3b015a98a710873b8d,Right,93,0.91,40,44,Right
2c9180865a71a125015a98683d962070,Front,27,0.97,148,152,Front
2c9180865a71a125015a98683d962076,Right,64,0.55,122,222,Front
2c9180885a812c3b015a981b60ff3658,Left,249,0.62,48,77,Rear
2c91809a5a81296d015a97d19bbd0693,Left,272,0.8,35,44,Left
2c91809a5a81296d015a97d19bbd0694,Right,72,0.75,116,155,Front
2c9180885a812c3b015a981b60ff3653,Right,46,1.01,223,221,Front
2c91809a5a81296d015a97be84070549,Rear,208,0.84,69,82,Rear
2c9180865a71a125015a982d77bb1973,Right,45,1.12,218,195,Front
2c9180865a71a125015a983321b61a90,Rear,201,0.84,54,64,Rear
2c91809a5a81296d015a97be84070552,Right,55,0.94,190,203,Front
2c9180865a71a125015a982d77bb197a,Left,250,0.56,44,79,Rear
2c9180865a71a125015a9806ec091729,Left,257,0.74,43,58,Rear
2c9180885a812c3b015a9818bd023647,Right,45,1.06,134,127,Front
2c91809a5a81296d015a97ee179f0840,Front,16,0.91,77,85,Front
2c9180885a812c3b015a97bad9833234,Front,46,1.1,169,153,Front
2c91809a5a81296d015a97ea39eb0820,Left,258,0.47,36,77,Rear
2c91809a5a81296d015a97ee179f083f,Rear,200,1.05,43,41,Rear
2c9180865a71a125015a980b7c6517be,Rear,217,0.96,74,77,Rear
2c9180865a71a125015a980b7c6517bd,Front,24,0.94,89,95,Front
2c9180885a812c3b015a97dd5a9f33d5,Front,18,0.9,66,73,Front
2c9180865a71a125015a983686a71adc,Right,51,1.28,259,202,Front
2c91809a59f17e5d015a224e8b0f4b61,Front,42,0.94,193,205,Front
2c9180885a812c3b015a982a042836f5,Rear,198,1.05,39,37,Rear
2c9180885a812c3b015a985bd4853863,Rear,223,0.99,125,126,Rear
2c91809a5a81296d015a97c7390605e2,Right,60,1.08,107,99,Front
2c91809a5a81296d015a97dbc6e4071d,Rear,205,1.03,65,63,Rear
2c9180865a71a125015a9832b5f71a68,Rear,220,0.89,118,133,Rear
2c9180885a812c3b015a981b60ff3650,Left,256,0.41,45,111,Rear
2c9180935a71a2bb015a98543c4a4407,Front,32,0.97,117,121,Front
2c9180935a71a2bb015a97f1bc6c3fbd,Front,20,0.94,90,96,Front
2c9180935a71a2bb015a97f1bc6c3fbb,Rear,212,1.08,69,64,Rear
2c9180935a71a2bb015a97f1bc6c3fbc,Left,228,1.42,108,76,Rear
2c9180935a71a2bb015a98543c4a4405,Left,245,0.69,79,114,Rear
2c9180865a71a125015a983b55241b82,Right,72,1.03,37,36,Front
2c9180885a812c3b015a98630b873910,Right,109,0.81,54,67,Right
2c9180865a71a125015a982db08a1995,Front,20,0.94,80,85,Front
2c9180865a71a125015a984a89011e8b,Right,47,1.25,290,232,Front
2c9180885a812c3b015a98ad21c13bec,Left,227,1.1,85,77,Rear
2c9180885a812c3b015a97d850713380,Right,57,1.26,87,69,Right
2c9180885a812c3b015a97d85071337d,Front,20,0.91,102,112,Front
2c9180865a71a125015a98210a651895,Left,240,0.88,46,52,Rear
2c9180935a71a2bb015a985820ad442a,Front,27,0.87,141,163,Front
2c9180885a812c3b015a97d85071337b,Rear,214,0.86,98,114,Rear
2c9180935a71a2bb015a985820ad4427,Rear,195,0.88,36,41,Rear
2c9180865a71a125015a985cce2b1fe9,Rear,210,1,87,87,Rear
2c9180865a71a125015a9853936a1f37,Front,314,1.76,60,34,Left
2c9180885a812c3b015a9825a0d4368d,Front,16,0.9,62,69,Front
2c9180865a71a125015a9853936a1f32,Right,70,0.62,63,101,Front
2c9180885a812c3b015a9825a0d4368a,Rear,205,0.86,64,74,Rear
2c91809e596505f1015975688c7974b2,Right,76,0.65,66,102,Front
2c9180ad59664091015975385776691c,Left,272,0.69,68,98,Front
2c918086593dca31015975e9f4e82252,Rear,206,1.19,57,48,Rear
2c91809e596505f1015975eff8c47be5,Right,105,0.86,55,64,Right
2c918086593dca31015975e9f4e82251,Left,285,0.44,38,87,Rear
2c918086593dca31015975e9f4e82255,Right,51,1.05,133,127,Front
2c918086593dca31015975e9f4e82254,Front,22,0.96,55,57,Front
2c918086593dca310159752f306916a3,Rear,226,1.13,149,132,Rear
2c918086593dca310159752f306916a7,Front,23,0.77,96,124,Front
2c91808358e093390158e4a57a6a347e,Rear,151,0.91,156,172,Right
2c918084595dea34015975426f34519e,Rear,220,1.28,123,96,Rear
2c91808358e093390158e4d36c0d3a40,Right,83,0.44,73,166,Front
2c91808e5873ac06015897716dd3103c,Left,259,0.9,61,68,Left
2c91808e5873ac06015896e6b9b00a26,Right,113,0.89,50,56,Rear
2c91808e5873ac06015896e6b9b00a20,Front,26,0.92,97,105,Front
2c91808e5873ac060158979ce31c11fc,Left,243,0.82,41,50,Rear
2c91808e5873ac060158979ce31c11fa,Right,61,0.96,82,85,Front
2c91808e5873ac0601589716f6b10c1c,Left,235,0.91,86,95,Rear
2c91808e5873ac06015896e6b9b00a1a,Left,244,0.73,56,77,Rear
2c91808e5873ac060158978f603d1178,Right,74,0.66,81,122,Front
2c918085586a0e7801589851df796e58,Left,232,0.93,70,75,Rear
2c918085586a0e78015896800de55d9c,Front,23,1.13,72,64,Front
2c918085586a0e780158975a551f67ff,Left,254,0.9,38,42,Rear
2c918085586a0e780158983e92ba6d81,Right,78,0.57,64,112,Front
2c918085586a0e78015896b05d665f9c,Left,242,0.9,61,68,Rear
2c918085586a0e780158983e92ba6d7f,Front,28,0.92,70,76,Front
2c918085586a0e780158982ff6176d41,Left,284,0.94,34,36,Left
2c918085586a0e7801589712156b64f6,Right,63,0.95,142,149,Front
2c91808e5873ac0601589759c4970efa,Right,52,1.01,259,256,Front
2c918085586a0e7801589851df796e57,Right,55,0.83,104,125,Front
2c918085586a0e78015897123fde64fa,Right,44,1.2,139,116,Front
2c918086593dca3101597571d7ca1bce,Left,238,0.89,75,84,Rear
2c918086593dca3101597556f09b19cf,Right,125,1.39,39,28,Right
2c9180ad596640910159757e72c46e3c,Left,227,1,85,85,Rear
2c9180995afb7d84015b0f6fe6317b3c,Left,257,0.48,41,85,Rear
2c9180ad596640910159757e72c46e3b,Front,20,0.88,58,66,Front
2c9180995afb7d84015b0f5ee5e87a51,Right,115,0.85,115,136,Rear
2c9180845afb7f62015b0f5ec2c748bb,Right,82,0.93,145,156,Right
2c918084595dea340159750f8f434eb4,Right,56,0.95,102,107,Front
2c9180845afb7f62015b0f5ec2c748b7,Left,255,0.6,62,103,Rear
2c91809e596505f1015975342fde70ce,Rear,197,0.54,38,70,Right
2c9180ad5966409101597565eb0d6cb8,Left,240,0.62,84,135,Rear
2c918086593dca3101597533d1a0175a,Rear,148,0.98,139,142,Rear
2c918086593dca3101597556f09b19ce,Left,256,0.85,67,79,Rear
2c918086593dca3101597556f09b19d1,Right,49,1.18,234,198,Front
2c918086593dca3101597533d1a01751,Left,238,0.91,100,110,Rear
2c91809f5afb89d4015b0f6d1b3a3e4c,Left,265,0.82,36,44,Rear
2c91809e596505f1015975688c7974ab,Right,61,0.69,156,226,Front
2c91808358e093390158e4774a202eb0,Right,63,0.66,150,227,Front
2c91808358e093390158e458d7302bb6,Right,65,0.71,87,123,Front
2c9180ad5966409101597537225768cc,Left,234,1.08,55,51,Rear
2c918084595dea34015975e47d675ada,Left,231,1.14,117,103,Rear
2c918084595dea34015975e47d675adb,Left,237,1.32,41,31,Rear
2c9180ad5966409101597537225768d1,Left,255,0.67,53,79,Rear
2c9180995afb7d84015b0f6fe6317b3f,Right,64,0.94,129,137,Front
2c918084595dea340159757e1f5255ac,Right,48,1.27,330,260,Front
2c918084595dea340159757e1f5255ad,Right,60,1.09,264,242,Front
2c9180995afb7d84015b0f6fe6317b42,Rear,223,1.09,128,117,Rear
2c918084595dea340159757e1f5255b0,Right,64,0.86,99,115,Front
2c918084595dea340159750f8f424eaf,Left,263,0.58,42,72,Front
2c9180a25afb7ddf015b0f6d8f455b95,Left,257,0.75,79,105,Rear
2c91809f5afb89d4015b0f6515d33dbd,Right,78,0.72,50,69,Front
2c918084595dea34015975e47d675ae8,Right,49,0.94,114,121,Front
2c918084595dea34015975e47d675ae9,Rear,205,0.85,55,65,Rear
2c91809e596505f101597526116c6fe2,Right,50,0.92,152,165,Front
2c9180ad59664091015974e95c61646a,Left,237,1.07,46,43,Rear
2c9180ad59664091015974e95c616469,Front,33,0.98,107,109,Front
2c91809e596505f101597526116c6ff0,Right,70,0.71,122,173,Front
2c91809e596505f101597526116c6fee,Right,48,0.98,118,120,Front
2c918084595dea34015975e47d675ae7,Left,247,0.51,71,140,Rear
2c918084595dea34015975e47d675ae3,Front,20,1,79,79,Front
2c918084595dea340159787678e1647b,Right,94,0.88,35,40,Front
2c91809e596505f101597526116c6fe6,Rear,225,1.31,148,113,Rear
2c918084595dea34015975e47d675ae0,Right,53,1.07,108,101,Front
2c91809e596505f101597526116c6fea,Left,246,0.93,85,91,Rear
2c918084595dea34015975e47d675ae2,Left,253,0.83,35,42,Left
2c91809e596505f101597516192e6e94,Front,23,0.9,74,82,Front
2c9180ad5966409101597530759e685b,Front,22,0.83,59,71,Front
2c918084595dea340159787678e16484,Rear,208,0.84,63,75,Rear
2c9180ad5966409101597530759e6859,Rear,224,0.94,123,131,Rear
2c9180a25afb7ddf015b0f6d8f455b98,Front,17,0.94,45,48,Front
2c9180845afb7f62015b0f7730d24a7e,Right,48,0.89,121,136,Front
2c9180ad59664091015974e95c616466,Right,78,0.6,69,115,Front
2c9180845afb7f62015b0f7730d24a77,Front,23,0.89,68,76,Front
2c9180a25afb7ddf015b0f88746c5dc9,Left,226,1.19,156,131,Rear
2c918086593dca3101597519b0871557,Rear,218,1.01,132,131,Rear
2c9180a25afb7ddf015b0f88746c5dd7,Left,258,0.4,39,98,Rear
2c9180a25afb7ddf015b0f6771dd5b26,Right,49,1.25,124,99,Front
2c918084595dea340159787aa45864c5,Left,241,0.81,81,100,Rear
2c91809e596505f101597516192e6e8b,Rear,204,0.83,85,103,Rear
2c918084595dea340159787aa45864c7,Front,26,1,103,103,Front
2c9180ad5966409101597550ca7a6adc,Right,71,0.7,134,192,Front
2c918084595dea340159787aa45864c8,Left,244,0.79,95,121,Rear
2c9180845afb7f62015b0f7730d24a6b,Front,21,0.86,64,74,Front
2c918084595dea340159787aa45864be,Left,240,0.75,81,108,Rear
2c9180a25afb7ddf015b0f7248255bc4,Front,26,0.9,89,99,Front
2c918086593dca3101597519b0871561,Right,71,0.57,83,145,Front
2c91808e5873ac060158960125507eca,Front,34,0.97,119,123,Front
2c91808e5873ac060158960125507ed2,Right,71,0.72,78,109,Front
2c9180ad5966409101597545e9756a1b,Left,226,1.17,123,105,Rear
2c918086593dca3101597541427f186a,Right,64,0.94,136,144,Front
2c918084595dea3401597568e5a2545e,Rear,205,0.88,68,77,Rear
2c9180a0580ca8830158260e9f3214af,Front,35,1.05,185,176,Front
2c9180ad5966409101597544ea8869f5,Right,47,1.25,141,113,Front
2c9180ad596640910159753cd0b6697f,Right,72,1.02,50,49,Front
2c9180ad5966409101597544ea8869f7,Right,64,0.64,100,157,Front
2c91808e5873ac0601589708362a0b96,Right,77,0.49,23,47,Front
2c9180ad59664091015975527a9b6b38,Right,79,0.61,94,154,Front
2c91808e5873ac06015896bddf6007ae,Left,224,1.3,61,47,Rear
2c91808e5873ac06015896bddf6007ab,Left,247,0.73,32,44,Rear
2c918084595dea34015975808c4c560e,Right,71,0.54,79,147,Front
2c9180a25afb7ddf015b13d75ed00318,Right,50,1.12,275,245,Front
2c918084595dea3401597557439a5342,Right,63,0.78,89,114,Front
2c918084595dea340159760b87d65c9c,Rear,220,0.99,82,83,Rear
2c918085586a0e78015896e8cda76318,Front,35,0.85,142,168,Front
2c918084595dea340159753e0c7f5141,Left,254,0.56,48,86,Rear
2c918084595dea340159753e0c7f5142,Left,278,0.77,54,70,Left
2c918086593dca31015975ef7ee722a5,Right,90,0.89,142,159,Right
2c918084595dea340159753e0c7f5145,Left,268,0.76,65,86,Left
2c918086593dca31015976028f8a2335,Left,272,0.48,35,73,Rear
2c918084595dea340159760b87d65c97,Rear,208,1.13,86,76,Rear
2c91808e5873ac060158967b4602048b,Front,11,1.03,40,39,Front
2c91808e5873ac060158967b46020489,Left,246,0.51,52,102,Rear
2c918084595dea340159750156684e09,Rear,209,1.04,79,76,Rear
2c918084595dea340159750156684e0c,Front,29,0.85,102,120,Front
2c91808e5873ac0601589708362a0b9b,Front,23,1.12,141,126,Front
2c9180ad59664091015975f0e4ae73a2,Rear,209,0.84,61,73,Rear
2c91808e5873ac06015896e8fa000a48,Right,56,0.94,122,130,Front
2c9180ad5966409101597565eb0d6cc3,Rear,208,0.89,55,62,Rear
2c91808e5873ac06015896e8fa000a4c,Rear,220,0.9,76,84,Rear
2c9180a0580ca883015825e5bf0312f1,Right,52,1.03,155,150,Front
2c918085586a0e78015897a576d46a90,Left,243,0.87,97,111,Rear
2c918085586a0e78015897a576d46a8f,Front,27,0.78,96,123,Front
2c918085586a0e78015897a576d46a8e,Right,103,0.95,83,87,Rear
2c918085586a0e7801589620d8b059f0,Right,81,0.75,42,56,Front
2c9180a25afb7ddf015b13d75ed0031a,Rear,197,0.64,43,67,Rear
2c918084595dea340159756499a753f8,Right,100,0.86,38,44,Rear
2c91808e5873ac060158978f8e89118a,Right,120,1.09,37,34,Rear
2c918084595dea3401597579c820557e,Rear,219,1.11,61,55,Rear
2c918086593dca31015975ea42142262,Rear,159,0.82,59,72,Rear
2c918084595dea340159756499a75403,Left,246,0.63,33,52,Rear
2c918084595dea340159756499a75404,Front,38,1.1,111,101,Front
2c918084595dea340159756499a75405,Left,246,0.79,37,47,Rear
2c918084595dea3401597579c820557a,Right,61,0.91,97,107,Front
2c91808e5873ac0601589691fec30567,Left,243,0.56,44,78,Rear
2c918086593dca31015975ea42142263,Rear,162,0.78,57,73,Rear
2c91809e596505f1015974e662626a6f,Rear,214,1.04,47,45,Rear
2c91808e5873ac06015895f3afb97dc2,Right,64,1.06,37,35,Right
2c91808e5873ac06015895f3afb97dcb,Front,26,0.9,138,154,Front
2c918084595dea3401597877b05364b5,Rear,227,1.39,46,33,Rear
2c9180ad596640910159760c7623745a,Front,40,1.07,146,136,Front
2c918084595dea340159751ec70e4f9d,Left,262,0.38,38,100,Front
2c9180ad596640910159756baa8c6d1e,Right,115,1.08,67,62,Rear
2c9180ad5966409101597565eb0d6cc2,Rear,215,0.81,42,52,Rear
2c918086593dca310159754e12891929,Front,47,0.95,170,179,Front
2c91809e596505f10159759c5406779a,Left,264,0.44,41,93,Front
2c91809e596505f1015975515038730f,Front,27,0.99,75,76,Front
2c918084595dea340159760a15775c66,Left,244,0.67,62,93,Rear
2c918084595dea34015975cdad1a59fb,Rear,212,0.75,60,80,Rear
2c9180995afb7d84015b0f5ee5e87a58,Right,64,0.66,95,143,Front
2c9180845afb7f62015b0f5ec2c748bd,Rear,139,1.09,146,134,Rear
2c9180ac593dcaee01594b8140ed2e2d,Right,86,0.94,33,35,Right
2c9180ac593dcaee01594b74ca082d7a,Rear,218,0.96,114,119,Rear
2c9180ac593dcaee01594b70fd1e2cf0,Front,30,0.92,119,129,Front
2c9180ac593dcaee01594b64af962c6c,Right,69,0.53,64,120,Front
2c9180ac593dcaee01594b64af962c6d,Left,247,0.93,39,42,Rear
2c9180ac593dcaee01594b8463bc2e5b,Rear,221,0.94,44,47,Rear
2c9180ac593dcaee01594b7f8a352e02,Rear,134,1.31,51,39,Right
2c9180ac593dcaee01594b7f8a352e01,Front,21,0.9,46,51,Front
2c9180ac593dcaee01594b7f8a352e08,Right,132,1.25,70,56,Right
2c918095593dd2360159553959775d50,Left,252,0.53,28,53,Rear
2c918084595dea3401597552594452fa,Left,298,1.13,117,104,Front
2c91809e596505f1015974efffaf6af3,Left,281,0.95,39,41,Left
2c9180a25afb7ddf015b1439f4290d0e,Left,272,0.44,31,70,Front
2c91809e596505f1015974efffaf6af4,Right,67,0.84,121,144,Front
2c9180a25afb7ddf015b1439f4290d0f,Front,28,0.94,90,96,Front
2c918084595dea34015975d14c735a4f,Rear,225,0.92,91,99,Rear
2c9180ad596640910159756baa8c6d19,Left,279,0.84,42,50,Front
2c918084595dea340159752b05075045,Right,133,1.23,151,123,Rear
2c918086593dca310159752b8f901657,Rear,217,1.24,67,54,Rear
2c918086593dca310159752b8f901655,Front,47,0.96,135,140,Front
2c918084595dea340159754d1ad75297,Right,56,0.8,98,122,Front
2c9180ad596640910159754956266a45,Right,95,0.61,59,96,Front
2c9180ad596640910159756baa8c6d14,Left,245,0.65,59,91,Rear
2c918086593dca31015975c9dad92079,Right,95,1,34,34,Right
2c918086593dca31015975c9dad9207d,Right,66,0.7,134,191,Front
2c918086593dca31015975c9dad92083,Left,235,0.93,100,108,Rear
2c918084595dea34015975d07da95a25,Rear,195,1,43,43,Rear
2c918084595dea34015975d0f2e65a43,Front,26,1.02,124,122,Front
2c918084595dea34015978773be36498,Front,28,1.11,105,95,Front
2c918084595dea34015978773be3649b,Front,23,0.94,65,69,Front
2c918084595dea34015975286615502d,Left,281,0.6,57,95,Front
2c918084595dea340159752866155028,Left,295,0.97,71,73,Left
